,text
47,"PRIENAI, Lithuania — It was only fitting, perhaps, that an intercontinental escapade exhibiting the awesome power of the present day sports-celebrity-industrial complex began with a late-night direct message on Twitter. At around 1:30 a.m. on Dec. 6, Erikas Kirvelaitis, a 21-year-old basketball journalist in Lithuania, sent an unsolicited question via Twitter to Harrison Gaines, a sports agent in Los Angeles with two semifamous teenage clients: Would LiAngelo and LaMelo Ball, by any chance, be interested in playing professional basketball in Prienai? Kirvelaitis had been hired only a few months earlier to do part-time communications work for Prienai-Birstonas Vytautas, a small club here in the Lithuanian basketball league. His bosses did not know at first about his Twitter gambit. It was a shot in the dark, anyway. But to Kirvelaitis’s amazement, Gaines wrote back asking for more information. And less than a week later, the young Americans were signing contracts to begin their professional careers in this unassuming town nearly 6,000 miles from home. “It was like a dream, crazy, a miracle, for our club to even have contact with them,” Kirvelaitis said. “But I’m someone who believes anything can be done if you try.” "
48,"WASHINGTON — The House, forced to vote a second time on the $1.5 trillion tax bill, moved swiftly to pass the final version on Wednesday, clearing the way for President Trump to sign into law the most sweeping tax overhaul in decades. House lawmakers approved the tax bill 224 to 201 on Wednesday, after being forced to vote on the bill again after last-minute revisions were made to it in the Senate, which passed the measure 51 to 48 early Wednesday morning. The final House vote was essentially a formality, as the changes, which were made to comply with Senate budget rules, did not significantly alter the overall bill. But the need for a second vote gave ammunition to Democrats, who had already accused Republicans of trying to rush the tax overhaul through the House and Senate. “We are five days away from Christmas, but it feels like Groundhog Day,” said Representative Louise M. Slaughter, Democrat of New York, who denounced the process by which Republicans undertook their tax rewrite as “nothing short of an abomination.” Representative Lloyd Doggett, Democrat of Texas, said, “We will be cleaning up this mess and the blunders in this bill all of next year.” The tax rewrite is the biggest legislative achievement for Republicans since they gained full control of Congress and the White House. The tax bill delivers deep and permanent tax cuts for corporations while providing temporary tax cuts for individual taxpayers, including the wealthiest Americans. The overhaul drops the corporate rate to 21 percent, from 35 percent, as Republicans seek to boost American competitiveness and spur economic growth. In addition, it provides a tax break to owners of pass-through businesses, whose profits are taxed through the individual code. The bill also cuts taxes for individuals, including a lower top rate of 37 percent, down from 39.6 percent. It nearly doubles the standard deduction and doubles the child tax credit, and it also doubles the size of inheritances shielded from estate taxation, to $22 million for married couples. But Republicans set the individual tax cuts to expire after 2025 in order to make the bill comply with budget rules. In a move that drew significant criticism from lawmakers from states with high taxes, the bill caps the deduction for state and local taxes at $10,000. Twelve House Republicans voted against the tax bill on both Tuesday and Wednesday, and 11 of those members were from California, New Jersey and New York, three states with high taxes. The bill also eliminates the Affordable Care Act’s requirement that most people have health insurance or pay a penalty, known as the individual mandate, providing Republicans with a victory on health care after their previous failure to repeal and replace President Barack Obama’s health law. It also opens the Arctic National Wildlife Refuge in Alaska to oil and gas drilling. Mr. Trump is scheduled to hold a “bill passage event” at the White House with lawmakers at 3 p.m. on Wednesday, where he is expected to continue his public praise of the bill’s passage. On Wednesday, Mr. Trump cheered the tax cuts on Twitter and lamented “the Fake News” and “the defeated Dems” who “demean” the cuts. Republicans passed the bill under special procedures that allowed them to avoid a Democratic filibuster in the Senate, where they have a narrow majority. But as a result, they had to abide by budget rules that limited the contents of their bill, and three provisions were deemed by the Senate parliamentarian to run afoul of those rules. Those components included a provision to allow the use of 529 savings accounts for homeschooling expenses, as well as part of the criteria for determining whether colleges and universities are subject to an excise tax imposed on their investment income. The provision naming the bill as the Tax Cuts and Jobs Act was deemed out of bounds, too, because it would not have a budgetary effect. Senate Democrats challenged the problematic language, which was subsequently removed from the bill, necessitating another vote in the House. “If you believe it’s an important use of the Democratic minority’s time on the Senate side to strike the title of the bill because it doesn’t actually impact deficit reduction, it is within their right,” said Representative Rob Woodall, Republican of Georgia. “Does it represent the highest and best use of their time? It does not.” But Mr. Doggett seized on the last-minute development. “It is a bill that has no name, and of course it has no heart,” he said. Mr. Doggett suggested that the bill could be called the “Donald J. Trump Windfall Bill,” arguing that Mr. Trump and his family would be enriched by the tax rewrite. "
49,"WASHINGTON — President Trump celebrated the tax bill that Congress approved on Wednesday by characterizing it as a two-for-one victory, falsely claiming that it also made good on his promise to repeal the Affordable Care Act. “When the individual mandate is being repealed, that means Obamacare is being repealed,” Mr. Trump said in a cabinet meeting. “We have essentially repealed Obamacare, and we will come up with something that will be much better.” Mr. Trump’s suggestion that he kept two key campaign promises with one bill is not accurate. Effectively, the tax bill does repeal the individual mandate beginning in 2019. The mandate is a core component of the Affordable Care Act and fines people who do not have health insurance. But the tax bill leaves every other vital part of the current health care law intact. “The A.C.A. is far more than the mandate, and the repeal of the mandate is by no means a fatal blow. Most of the A.C.A. survives, and most of its coverage gains will remain,” said Timothy Jost, an emeritus professor at Washington and Lee University School of Law and a contributing editor for the journal Health Affairs. Republicans repeatedly and unsuccessfully tried to repeal the Affordable Care Act over the summer. The individual mandate was one of 12 key elements of the health care law, which also included provisions that addressed access to insurance, requirements for insurance policies and costs of coverage. Under the Affordable Care Act, businesses with at least 50 employees must offer insurance to full-time workers. Medicaid eligibility was expanded to cover more low-income people, and young adults under 26 could stay on their parents’ plans. The law stipulated that insurers guarantee essential health benefits. It limited insurers in placing annual lifetime caps on the value of benefits while prohibiting them from denying coverage to those with pre-existing conditions or increasing costs for older Americans. The law also set up federal and state exchanges for purchasing insurance, provided subsidies for out-of-pocket costs and gave tax credits for premiums purchased on these exchanges. Additionally, it levied a series of new taxes to pay for the costs. Repeal of the individual mandate “will undoubtedly do harm, however, to insurance markets and those who depend on them,” Mr. Jost said. It will lead to higher premiums and fewer people insured, and insurers may flee smaller markets. But millions of people will keep their health coverage, regardless of the tax bill. The expansion of Medicaid, for example, is responsible for insuring more than half of the 20 million people who gained health coverage under the Affordable Care Act. While the Congressional Budget Office estimates that five million people may opt out of Medicaid coverage without the individual mandate, twice as many will remain insured because of the original expansion. Nearly 50 percent of Americans who obtain insurance through their employers will feel little impact from the individual mandate repeal. But they will continue to have health insurance plans with broader benefits, as required by the Affordable Care Act. "
50,      
51,    
52,      
53,"A day after a dramatic recount handed Democrats a single-vote victory in a Virginia House of Delegates race, the outcome abruptly shifted on Wednesday as a three-judge panel declared the race now tied. The judges meeting in Newport News, Va., agreed to a Republican request to count a problematic ballot discarded the day before, said Philip L. Hatchett, a lawyer for David Yancey, the Republican incumbent who seemed to have lost his seat to Shelly Simonds, a Democrat. A victory by Ms. Simonds, a school board member in Newport News, would evenly split the Virginia House 50-50 and end 17 years of Republican majorities. The decision sets up a remarkable scenario: a drawing of a name from a bowl to pick the winner of the race and, with it, the balance of power in a chamber of the state legislature. The drawing will take place on Wednesday in Richmond, the State Board of Elections announced on Thursday. According to James Alcorn, the chairman of the election board, each candidate’s name will be put into an old 35-millimeter film canister, the canisters will be mixed together in a bowl, and one will be plucked by an elections official. Mr. Alcorn said the same process is used regularly to choose the order of names on a ballot. The disputed ballot in that was debated in court on Wednesday showed two bubbles filled in, one for Ms. Simonds and one for Mr. Yancey, but with a fine line struck through the Simonds vote, according to a copy obtained by The Virginian-Pilot. The voter chose Republicans for governor and in other statewide races on the Nov. 7 ballot. "
54,       
55,"Two teenage unauthorized immigrants who sued the Trump administration to be allowed to obtain abortions while in custody are free to end their pregnancies, even as the legal fight continues over the policy that had prevented them from doing so.      "
56,"The tax bill passed by Congress on Wednesday is effectively a giant bet that benefits given to companies and the wealthy will help average workers. That makes them a big risk for the Republicans who control Congress. Here are five factors to measure the policy’s success. Inequality: Republicans have done a bad job selling their plan to the public, with 55 percent of Americans opposing it, according to a CNN poll. The top 5 percent of income earners would see the biggest cuts, the Tax Policy Center said. Republicans risk the biggest backlash on this front, with reductions in tax breaks like state and local deductions hitting average Americans. Any sign that the tax bill has worsened rather than eased inequity will hand Democrats a stick to thwack Republicans in midterm elections next year. Wages: Pay increases have been disappointing given the low 4.1 percent level of unemployment. The White House’s Council of Economic Advisers said a corporate tax rate of 20 percent — just below the 21 percent on which Congress settled — would result in an average annual income increase of at least $4,000 at the end of 10 years. A visible rise in wages would be a positive effect of the tax bill. Yet it’s also one of the most dubious projections because companies will be under pressure to share earnings gains with shareholders, too. Stock market: One of President Trump’s most common brags is on the rise of markets. On Tuesday, Mr. Trump tweeted “DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER.” Tax cuts will probably send markets even higher — and are most likely one reason valuations are already so lofty — but because it suggests investors think higher earnings will flow to the bottom line rather than being paid out to workers, it’s perhaps not such an encouraging sign. Capital investment: Nonresidential business investment has improved after being sluggish or negative over the last two years. Spending on equipment rose 10.4 percent in the third quarter, the fastest pace in three years. But the type of investment is important. An increase will only matter if it helps bolster sluggish productivity. G.D.P. growth: Mr. Trump predicted tax cuts would turbocharge the economy to a 6 percent growth rate, compared with the 3.3 percent annualized expansion in the third quarter. The nonpartisan congressional Joint Committee on Taxation estimated an earlier Senate tax plan would add 0.8 percent to G.D.P. over a decade. Trump’s estimate is unrealistic but a modest lift is expected. Still, the tax plan will not pay for itself, as the White House contends, and may add $1.5 trillion to the deficit over 10 years. That trade-off may be this tax bill’s biggest legacy. "
57,"Good morning on this drafty Wednesday. Over the last few years, we’ve noticed a disheartening commoditization and mass production taking hold of a classic holiday tradition. We’re talking about ugly Christmas sweaters. Call us traditionalists, but a true ugly Christmas sweater should lack any irony when it is made. Ideally, the garment’s makers genuinely think their unsightly design is quite lovely. Once upon a time, before ugly Christmas sweaters were a joke, that was the case. “A lot of the most popular designs of the ugly Christmas sweater revolution were taken from thrift shops or an aunt or grandmother’s closet,” said Brian Miller, one of the authors of “Ugly Christmas Sweater Party Book: The Definitive Guide to Getting Your Ugly On.” “They weren’t really intended to be funny or mass produced,” Mr. Miller said. “They were just gaudy and stood out when you put them on, and other people thought, ‘That’s hilarious.’” According to his research, the first large, organized ugly Christmas sweater party was at the Commodore Ballroom in Vancouver in 2002. About a decade ago, the trend caught on more widely. Personally, Mr. Miller favors Nordic designs from the 1970s made with high-quality wool. The mark of a good sweater, he said, “is basically something you would have opened from your great-aunt as a 10-year-old and thrown a fit. Those are the ones I love now.” In the search for what makes a true ugly Christmas sweater, we called a few vintage shops around town. • More is more, said Joe Markus, the owner at Star Struck Vintage Clothing in Greenwich Village: “You want a designer who just kept putting stuff on it: more trees, more designs, more flowers, more stars.” When selecting a sweater, he said, use your eyes and your ears — bells are a nice touch. “It’s great when people can hear you walking, like a cow.” • “Anything that looks grandma-ish, like cardigans with big old buttons, are really popular,” said Ashley Perez, a manager at L Train Vintage, with locations in Brooklyn and Manhattan. If you can’t find anything truly unique, make it yourself. “Handmade sweaters or D.I.Y. projects where people add lights or ornaments” usually add just the right touch of ugly, she said. • There are a few categories, said Mick Collins, a manager at Metropolis Vintage in the East Village. “Cute” ugly Christmas sweaters tend to be black and have shiny decals, like ornaments, while the truly ugly sweaters tend to be red and have details that, over time, have begun to droop. At his shop, Mr. Collins keeps a selection of “contest winning” ugly sweaters, which typically have bells or Santa designs that were “massacred” when stitched together. There are also those sweaters that are neither cute nor revolting. “They’re mediocre,” he said. “Our racks are full of them at the end of the season, and those are the really sad ones, because they’re not wanted by anyone.” Here’s what else is happening: Pull on that sweater, ugly or otherwise. While today is mostly sunny, with a high near 43, blustery winds could make it feel below freezing this morning. Afternoon hot chocolate runs will feel less whipped. The gusts stop around noon. • President Trump’s efforts to decrease the number of visas given to foreign workers has tech entrepreneurs looking to relocate from New York City to Canada. [New York Times] • The man convicted in the 2015 murder of a New York City police officer in Queens was sentenced on Tuesday to life in prison without parole. [New York Times] • Fighting cancer, Nisha Agarwal, New York’s head of immigrant affairs, went to Washington to protest the tax plan’s possible effect on medical research. [New York Times] • A renowned historian and longtime professor at Columbia University retired as part of the settlement of a sexual harassment lawsuit. [New York Times] • Sheepshead Bay’s Jewish community contemplated loss and safety after a menorah led to a fire that killed three children and their mother. [New York Times] • City Council approved two controversial bills requiring changes to interactions between police officers and those they encounter on the street. [New York Times] • Gov. Andrew M. Cuomo vetoed legislation late Monday that would have given commuters a second free transfer on pay-per-ride MetroCards. [New York Daily News] • Roughly 40 percent of adult renters in New York are living with a roommate, a recent study revealed. [Curbed] • How a Harlem man who hid his H.I.V. diagnosis became an advocate for those living with the virus. [New York Times] • Today’s Metropolitan Diary: “Sleepy Strangers on a Train” • For a global look at what’s happening, see Your Morning Briefing. • “New York on Ice: Skating in the City,” an exhibition exploring how the sport has evolved here since the 1800s, opens at the Museum of the City of New York in East Harlem. 10 a.m. [$18 suggested admission] • Children can see “The Three Bears Holiday Bash,” a variety show with puppetry and music, at the Swedish Cottage Marionette Theater in Central Park. 10:30 and 11:30 a.m. [$12 adults; $8 children] • Enjoy Baroque holiday music and dance with a concert and dance program at the Metropolitan Museum of Art on the Upper East Side. 7 p.m. [$65 adults; $1 children] • “SING! An Irish Christmas,” a performance by the hymn and carol writers Keith and Kristyn Getty, at Carnegie Hall in Midtown. 8 p.m. [Tickets start at $15] • Looking ahead: See “Nutcracker Rouge,” an “adults-only burlesque fairy tale” and risqué rendition of the classic, at Théâtre XIV in Bushwick on Friday, Saturday or Sunday. [Times and prices vary] • Nets host Kings, 7:30 p.m. (YES). • Alternate-side parking remains in effect until Dec. 25. • For more events, see The New York Times’s Arts & Entertainment guide. As 2017 draws to a close, we’re looking back and reflecting on the last year. It’s been a tough 12 months for many — like anyone who rides the subway — but 2017 has also been a year of good news as well. Just take a look at some of the year’s greatest acts of heroism. We’d like to hear about the best news you received this year. Did your daughter get into her dream school? Did you find out an old friend is moving back to the city? Or perhaps you heard your favorite restaurant is opening a new location right down the block. Tell us about your best news of 2017 by sending an email to nytoday@nytimes.com. Please include your name, age, and where you live. We may use your response in an upcoming column. New York Today is a morning roundup that is published weekdays at 6 a.m. If you don’t get it in your inbox already, you can sign up to receive it by email here. For updates throughout the day, like us on Facebook. What would you like to see here to start your day? Post a comment, email us at nytoday@nytimes.com, or reach us via Twitter using #NYToday. Follow the New York Today columnists, Alexandra Levine and Jonathan Wolfe, on Twitter. You can find the latest New York Today at nytoday.com. "
58,"WASHINGTON — The Trump administration said Thursday that 8.8 million people had signed up for health insurance through the Affordable Care Act’s federal marketplace, a surprisingly large number only slightly lower than the total in the last open enrollment period, which was twice as long and heavily advertised. The numbers essentially defied President Trump’s assertion that “Obamacare is imploding.” They suggested that consumers want and need the coverage and subsidies available under the Affordable Care Act, even though political battles over the law, President Barack Obama’s signature domestic achievement, are sure to continue in Congress and in next year’s midterm election campaigns. Seema Verma, the administrator of the federal Centers for Medicare and Medicaid Services, reported the total in a Twitter post on Thursday. She said her agency had done a great job to “make this the smoothest experience for consumers to date.” The number of people who signed up this year was 96 percent of the 9.2 million who selected health plans or were automatically re-enrolled through the federal marketplace in the last sign-up season. “It’s a very, very strong number,” said Joshua Peck, who was the chief marketing officer for HealthCare.gov in the Obama administration. “It implies that the final week of open enrollment this year was very big.” "
59,"Eric Schmidt joined Google in 2001 to provide what amounted to adult supervision for the company’s young founders, Larry Page and Sergey Brin. He helped take Google public in 2004 and built it into a colossus. In 2011, after being appointed executive chairman, he became a prominent emissary for the company to Washington. Now, Mr. Schmidt is stepping down as executive chairman of the internet search giant’s parent, Alphabet, the company said on Thursday. He will relinquish his role at Alphabet’s next board meeting, in January. Mr. Schmidt, 62, will continue to be a member of the company’s board and become a technical adviser, Alphabet said, adding that it expects to appoint another chairman. No reason was provided for the change. In a statement, Mr. Schmidt said that he, Mr. Page, Mr. Brin and Sundar Pichai, Google’s chief executive, “believe that the time is right in Alphabet’s evolution for this transition.” The shift underlines how Mr. Schmidt’s influence at Alphabet has waned over time and how a new generation of leaders is firmly in charge at the giant company. Mr. Page and Mr. Brin remain at the top of Alphabet and retain voting control, but the executives they now have working for them have evolved. More of them are younger executives who rose through the ranks, such as Mr. Pichai, or are superstar executives hired from the outside, including Ruth Porat, the chief financial officer who was brought in from Morgan Stanley in 2015. Mr. Schmidt’s stepping back is expected to have little practical effect on the day-to-day operations of the behemoth operation. But it is one of the most significant personnel shifts at the internet giant since Mr. Page took over as chief executive in 2011, and especially because Mr. Schmidt has been such a willing public face of the company for so long. Internally at Google, the inclusion of Mr. Pichai in Mr. Schmidt’s statement on Thursday, alongside the names of Mr. Page and Mr. Brin, was seen as a passing of the torch and the creation of a new power triumvirate. "
60,"DUBLIN — An Irish county council on Thursday gave a golf resort owned by President Trump approval to build two sea walls, a reduced version of an earlier plan but one that still generated opposition from environmentalists. Trump International Golf Links, which owns the resort at Doonbeg, County Clare, intends to build a line of two low, concealed sea walls, 2,000 feet long and 840 feet long, on the landward side of a public beach to prevent storm waters from eroding three holes of the course. A previous application for a continuous 1.7-mile-long structure was withdrawn last year. Thursday’s decision by the Clare County Council can be appealed to the national planning authority. The resort’s new plan was supported by some local residents, who said they hoped that Mr. Trump would follow up on plans to invest millions in the property. “We’ve been campaigning for 25 years to bring investment to our community,” said Rita McInerney, a local businesswoman. “There is a not a lot of opportunity for employment here. They already employ 250 people there in the summer, and there’ll be more if they feel they can expand it. We’ll continue to work with the owners, whoever they are.” Records show that Mr. Trump paid 8.7 million euros for the resort at an auction in 2014. It had originally opened in 2002, having cost €28 million to build. Environmentalists said the new coastal walls would damage a popular public beach and vulnerable dunes and heath. Some residents also objected, saying the walls would alter tidal flows and divert storm surges into their own properties. The leader of the Irish Green Party, Eamon Ryan, who objected to the application, said the party was disappointed in the decision and would consider filing an appeal. “The best advice we had was that it would be better to move the golf holes farther inland,” he said, “where there’s room for them, rather than disrupt the beach.” Mr. Ryan said that he did not believe Mr. Trump’s ownership had influenced the council members, but that “they wouldn’t be human beings if they weren’t sensitive to the fact that the golf course in question is owned by the president of the United States.” The earlier application had included references to climate change and the threat of global warming, which Mr. Trump had previously described as a hoax, in its case for building the wall. The new application did not mention global warming. The general manager of the resort, Joe Russell, said Trump Doonbeg was pleased with the decision and had ambitious plans to expand its facilities. "
61,"WASHINGTON — In a legal victory for the Trump administration, a federal judge dismissed a lawsuit on Thursday that accused President Trump of violating the Constitution by continuing to own and profit from his business empire. The complaint, filed this year in the Southern District of New York, said that Mr. Trump’s failure to divorce himself from his businesses had harmed companies or workers who compete against his restaurants or hotels in New York or Washington. By taking advantage of his official position, the lawsuit said, Mr. Trump violated clauses of the Constitution that prohibit a president from accepting any government-bestowed benefits, or emoluments, either at home or abroad. Judge George B. Daniels of United States District Court in Manhattan found that the plaintiffs had failed to show that they had suffered as a result of specific actions by Mr. Trump intended to drum up business for his enterprises. Even before Mr. Trump took office, the judge said, “he had amassed wealth and fame and was competing against” the plaintiffs. “It is only natural that interest in his properties has generally increased since he became president,” the judge said. Moreover, Judge Daniels said, customers might be patronizing Mr. Trump’s hotels and his hotels’ restaurants because of price or quality — reasons totally unrelated to his presidency. Beyond that, the judge found, the emoluments clauses of the Constitution are intended to protect the country against presidential corruption from foreign influences or financial incentives that might be offered by either states or the federal government. They were not meant to protect businesses from competition from presidentially owned enterprises, he ruled. Were that the case, Judge Daniels said, the Constitution would not have given Congress the power to allow a president to receive a foreign gift or benefit without considering how the president’s business rivals might be affected. "
62,"(Want to get this briefing by email? Here’s the sign-up.) Good evening. Here’s the latest. 1. Congress approved a plan to keep the government funded into January — while kicking fights over issues like immigration and surveillance into the new year. And Republicans are gearing up for what are likely to be bruising midterm elections in November. Midterms are inevitably referendums on the party that controls the White House, and President Trump has the lowest approval rating of any modern president this early in his tenure. The tax bill has given Republicans a victory to talk about, but Democrats are up in polls and donations. _____ 2. In an act of defiance against the Trump administration, the U.N. General Assembly condemned the U.S. decision to recognize Jerusalem as Israel’s capital. Despite President Trump’s threat to cut aid to the resolution’s supporters, the largely symbolic measure was approved by a vote of 128 to 9. _____ 3. In Catalonia, separatist parties were poised to hold on to a narrow majority in elections for a regional parliament, according to nearly complete official results. Above, the vote count. Prime Minister Mariano Rajoy of Spain called the elections hoping to reshuffle the political deck, calculating that Catalan voters would punish the secessionist leaders who had provoked the country’s worst constitutional crisis in decades. That gamble appeared not to have paid off. _____ 4. Decades after the Ford Motor Company tried to tackle sexual misconduct at two Chicago plants, new allegations of abuse raise questions about the possibility of change. On “The Daily,” we talk to our reporter Catrin Einhorn, who spent months interviewing women who had experienced sexual harassment in Ford factories. And we hear from one of the women she spoke to. _____ 5. Dozens of major U.S. employers — including Amazon and Goldman Sachs — placed recruitment ads on Facebook that were limited to particular age groups, an investigation by ProPublica and The Times found. The practice raises concerns about discrimination against older workers. “Once you reach your 50s, you may as well be dead,” said Mark Edelstein, above, a 58-year-old job hunter. _____ 6. Grisly news from Asia and Australia: A fire that appeared to have started in a parking garage consumed an eight-story building in Jecheon, South Korea, killing at least 29 people. Most of the dead were trapped in a public sauna on the second floor. And in Melbourne, Australia, 19 people were injured by a man who drove an S.U.V. into a crowd. The authorities are searching for a motive, and said the suspect had a history of mental illness and drug abuse. _____ 7. Could a metropolis of 30 million people end up underwater? Experts say it’s only a matter of time for Jakarta, Indonesia’s fast-sinking capital, which must contend with man-made troubles and mounting threats from climate change. This is the latest article in our series “Changing Climate, Changing Cities.” _____ 8. Would you like NASA to fly a drone across Saturn’s largest moon, or to send a probe to collect samples from a duck-shaped comet? From a dozen proposals to the agency’s New Frontiers competition — not unlike an interplanetary “Shark Tank” for a forthcoming robotic mission — NASA announced those two as finalists. Each team will get $4 million and about a year to flesh out its idea. NASA will decide in mid-2019 which one to build, and the launch is expected by the end of 2025. _____ 9. One more question: Is that cute Christmas toy a spy? Many manufacturers are promoting internet-connected gadgets for kids this holiday season. But once a device is online, it is potentially exposed to hackers who can gain access to sensitive information via microphones and cameras. “Parents need to be aware of what they are buying and bringing home to their children,” a cybersecurity researcher said. _____ 10. Finally, Samantha Bee discussed the evangelical Christians who pushed for the White House to recognize Jerusalem as Israel’s capital. She showed footage of one evangelical leader saying that the president had signaled end times. “Of course, Armageddon is the one thing that Trump happens to get done with absolute precision,” she joked. Have a great night. _____ Your Evening Briefing is posted at 6 p.m. Eastern. And don’t miss Your Morning Briefing, posted weekdays at 6 a.m. Eastern, and Your Weekend Briefing, posted at 6 a.m. Sundays. Want to catch up on past briefings? You can browse them here. If photographs appear out of order, please download the updated New York Times app from iTunes or Google Play. What did you like? What do you want to see here? Let us know at briefing@nytimes.com. "
63,"The United Nations General Assembly voted 128 to 9, with 35 abstentions, for a resolution demanding that the United States rescind its decision to recognize Jerusalem as Israel’s capital. President Trump threatened to retaliate by cutting aid to countries voting against the U.S. "
64,      
65,"WASHINGTON — Justice Department officials have indicated they do not believe the department can regulate the sale of gun bump stocks without congressional action, underscoring concern that an ongoing administrative review into that question is little more than an effort to slow-roll a politically divisive issue. The Justice Department announced this month that it would review whether bump stocks — a firearm accessory that can turn a semiautomatic rifle into a full-fledged machine gun — are prohibited under a federal statute that outlaws fully-automatic weapons. The review was prompted by the October mass shooting in Las Vegas, where gunman Stephen Paddock outfitted semiautomatic weapons with bump stocks to kill 58 concertgoers on the strip. But private and public comments from Justice Department officials following the October shooting suggest there is little appetite within the agency to regulate bump stocks, regardless of pressure from the Trump administration. Critics worry that whatever energy there is will fade over the holiday season. Senator Dianne Feinstein of California, the leading Democrat on the Senate Judiciary Committee and co-author of a bill to ban the devices, noted that the Bureau of Alcohol, Tobacco, Firearms and Explosives has said “that current law does not allow the agency to ban or regulate bump-fire stocks.” The A.T.F. is the lead enforcement agency on the issue within the Justice Department. “The A.T.F. director recently said the same thing to local police chiefs,” Ms. Feinstein said. “There’s no need for another review. It’s hard to believe this is anything other than another way for Republicans to stall congressional action.” Wyn Hornbuckle, a Justice Department spokesman, said “the attorney general has stated clearly that we will go through the regulatory process that is required by law to determine whether or not certain bump stock devices are covered by the prohibition on the possession of firearm parts used exclusively in converting a weapon into a machine gun.” “We are committed to a deliberate and thorough review,” he added. The A.T.F. referred all questions regarding the bump stock review to the Justice Department. Those hoping to limit bump stocks are losing what little momentum they had in Congress. A once-narrow, bipartisan effort to limit the sale of the device has diffused into other gun control measures after another mass shooting, on Nov. 5, in Sutherland Springs, Texas, highlighted the gaps in the government’s background check system. Thomas Brandon, the acting director of the A.T.F., told members of the Senate Judiciary Committee earlier this month that it was a “possibility” that bump stocks could be considered as a restricted device under standing regulations that ban machine guns, and that the A.T.F. could regulate them without action from Congress. “If that wasn’t a possibility at the end, we wouldn’t initiate this process,” Mr. Brandon said of the review. But since the Las Vegas shooting, Mr. Brandon and other A.T.F. officials have indicated repeatedly — both publicly and in private — that they do not believe that possibility exists. Instead, they say, legislation from Congress will be required. In the week following the shooting, Justice Department officials — including the head of the department’s Firearms and Ammunition Technology division — met behind closed doors with Senate Judiciary Committee staff to discuss bump stock devices. According to some who either attended the meeting or were briefed on it, the Justice Department officials said they would not be able to take devices off shelves without new legislation from Congress. Later in October, speaking to police chiefs at a law enforcement conference in Philadelphia, Mr. Brandon of the A.T.F. said his agency did not currently have the regulatory power to control sales of bump stocks. According to a letter sent to Congress by Art Acevedo, the Houston police chief, Mr. Brandon told the conference that new legislation would be required to allow them to regulate the device. “I was seated next to the A.T.F. director at a recent meeting of Major Cities Chiefs when he advised the chiefs that new legislation will be required,” Mr. Acevedo wrote. Despite the misgivings of its own officials, the Justice Department is still opting to work the bump stocks issue through the A.T.F. That route avoids the messier politics of seeking legislation in Congress, which could pit the administration against the powerful gun lobby. The National Rifle Association has said it believes the bump stock question should be handled through the A.T.F., prompting once-amenable Republican lawmakers to back off legislative fixes. The A.T.F. announced on Dec. 5 that it had sent a notice to the White House’s Office of Management and Budget about the policy review. Once posted in the federal registry, it will be open for comment from the public and gun industry for 30 days. It is expected to be posted next week. "
66,"Janet Benshoof, a lawyer who spent much of her career defending a woman’s right to an abortion, then expanded her work to champion causes for women around the world, including those raped in war zones, died on Monday in Manhattan. She was 70. Her son David Benshoof Klein said the cause was uterine serous carcinoma, a rare and aggressive form of endometrial cancer. “For there to be justice, peace and security in the world, there has to be equality of women in fact,” Ms. Benshoof said at a Google talk in 2008. “If women are always out of the boardrooms and the decision makers and the military, then you do not have the sustainable justice, peace and security that is our ultimate aim.” Over 40 years, she pursued her advocacy at three organizations in New York City: as director of the American Civil Liberties Union’s reproductive freedom project and as the founder and president of the Center for Reproductive Rights and, most recently, the Global Justice Center. Ms. Benshoof (pronounced BEN-shawf) plotted the legal strategy for abortion and sex-education cases in state courts and the United States Supreme Court, and trained judges in Iraq to prosecute rape and sexual violence cases under international law. “No single person has done more to promote reproductive rights than Janet in the United States and globally,” Sylvia Law, a professor of law, medicine and psychiatry at New York University, said in a telephone interview. "
